age,year,value,sex,type
102,1973,25,Male,pop
103,1973,14,Male,pop
104,1973,6,Male,pop
0,1974,378049,Male,pop
1,1974,405899,Male,pop
2,1974,430256,Male,pop
3,1974,454877,Male,pop
4,1974,445920,Male,pop
5,1974,463079,Male,pop
6,1974,466507,Male,pop
7,1974,481860,Male,pop
8,1974,476722,Male,pop
9,1974,491227,Male,pop
10,1974,491152,Male,pop
11,1974,477188,Male,pop
12,1974,468475,Male,pop
13,1974,459461,Male,pop
14,1974,444614,Male,pop
15,1974,433095,Male,pop
16,1974,423207,Male,pop
17,1974,410750,Male,pop
18,1974,399139,Male,pop
19,1974,386472,Male,pop
20,1974,398784,Male,pop
21,1974,395657,Male,pop
22,1974,390183,Male,pop
23,1974,397109,Male,pop
24,1974,405774,Male,pop
25,1974,417551,Male,pop
26,1974,445172,Male,pop
27,1974,486916,Male,pop
28,1974,385264,Male,pop
29,1974,380150,Male,pop
30,1974,383275,Male,pop
31,1974,366127,Male,pop
32,1974,335164,Male,pop
33,1974,314109,Male,pop
34,1974,333790,Male,pop
35,1974,335819,Male,pop
36,1974,335319,Male,pop
37,1974,330041,Male,pop
38,1974,324449,Male,pop
39,1974,320272,Male,pop
40,1974,311196,Male,pop
41,1974,313854,Male,pop
42,1974,324378,Male,pop
43,1974,329268,Male,pop
44,1974,328442,Male,pop
45,1974,325528,Male,pop
46,1974,324344,Male,pop
47,1974,330769,Male,pop
48,1974,338067,Male,pop
49,1974,336841,Male,pop
50,1974,339980,Male,pop
51,1974,340854,Male,pop
52,1974,359569,Male,pop
53,1974,370998,Male,pop
54,1974,387235,Male,pop
55,1974,264004,Male,pop
56,1974,251973,Male,pop
57,1974,279548,Male,pop
58,1974,296596,Male,pop
59,1974,314146,Male,pop
60,1974,315196,Male,pop
61,1974,309056,Male,pop
62,1974,298502,Male,pop
63,1974,290470,Male,pop
64,1974,287030,Male,pop
65,1974,279142,Male,pop
66,1974,267358,Male,pop
67,1974,252199,Male,pop
68,1974,237805,Male,pop
69,1974,224213,Male,pop
70,1974,209266,Male,pop
71,1974,195058,Male,pop
72,1974,177396,Male,pop
73,1974,160372,Male,pop
74,1974,143810,Male,pop
75,1974,120557,Male,pop
76,1974,106830,Male,pop
77,1974,95932,Male,pop
78,1974,84396,Male,pop
79,1974,76375,Male,pop
80,1974,65698,Male,pop
81,1974,57876,Male,pop
82,1974,49244,Male,pop
83,1974,43048,Male,pop
84,1974,35348,Male,pop
85,1974,30157,Male,pop
86,1974,23812,Male,pop
87,1974,18655,Male,pop
88,1974,14845,Male,pop
89,1974,11771,Male,pop
90,1974,9188,Male,pop
91,1974,6877,Male,pop
92,1974,5003,Male,pop
93,1974,3494,Male,pop
94,1974,2347,Male,pop
95,1974,1551,Male,pop
96,1974,985,Male,pop
97,1974,601,Male,pop
98,1974,371,Male,pop
99,1974,217,Male,pop
100,1974,121,Male,pop
101,1974,59,Male,pop
102,1974,25,Male,pop
103,1974,13,Male,pop
104,1974,5,Male,pop
0,1975,363122,Male,pop
1,1975,375468,Male,pop
2,1975,404009,Male,pop
3,1975,428232,Male,pop
4,1975,454228,Male,pop
5,1975,444475,Male,pop
6,1975,461981,Male,pop
7,1975,465085,Male,pop
8,1975,480411,Male,pop
9,1975,476790,Male,pop
10,1975,492038,Male,pop
11,1975,491631,Male,pop
12,1975,477940,Male,pop
13,1975,468505,Male,pop
14,1975,459620,Male,pop
15,1975,444750,Male,pop
16,1975,431127,Male,pop
17,1975,421318,Male,pop
18,1975,410664,Male,pop
19,1975,400431,Male,pop
20,1975,389205,Male,pop
21,1975,398499,Male,pop
22,1975,394485,Male,pop
23,1975,389536,Male,pop
24,1975,395269,Male,pop
25,1975,404493,Male,pop
26,1975,416693,Male,pop
27,1975,444794,Male,pop
28,1975,486422,Male,pop
29,1975,384270,Male,pop
30,1975,378693,Male,pop
31,1975,381912,Male,pop
32,1975,364630,Male,pop
33,1975,333921,Male,pop
34,1975,312487,Male,pop
35,1975,332076,Male,pop
36,1975,334063,Male,pop
37,1975,333776,Male,pop
38,1975,328561,Male,pop
39,1975,323587,Male,pop
40,1975,318938,Male,pop
41,1975,310420,Male,pop
42,1975,312240,Male,pop
43,1975,323376,Male,pop
44,1975,328063,Male,pop
45,1975,327087,Male,pop
46,1975,324521,Male,pop
47,1975,322894,Male,pop
48,1975,329092,Male,pop
49,1975,336102,Male,pop
50,1975,333859,Male,pop
51,1975,336944,Male,pop
52,1975,337853,Male,pop
53,1975,356015,Male,pop
54,1975,367575,Male,pop
55,1975,382709,Male,pop
56,1975,260755,Male,pop
57,1975,248382,Male,pop
58,1975,274872,Male,pop
59,1975,291465,Male,pop
60,1975,308534,Male,pop
61,1975,308496,Male,pop
62,1975,302003,Male,pop
63,1975,291256,Male,pop
64,1975,282416,Male,pop
65,1975,277435,Male,pop
66,1975,268980,Male,pop
67,1975,257350,Male,pop
68,1975,241772,Male,pop
69,1975,226607,Male,pop
70,1975,213078,Male,pop
71,1975,197793,Male,pop
72,1975,183148,Male,pop
73,1975,165858,Male,pop
74,1975,148533,Male,pop
75,1975,132230,Male,pop
76,1975,109917,Male,pop
77,1975,97164,Male,pop
78,1975,86302,Male,pop
79,1975,75244,Male,pop
80,1975,67645,Male,pop
81,1975,57579,Male,pop
82,1975,50089,Male,pop
83,1975,41814,Male,pop
84,1975,36299,Male,pop
85,1975,29460,Male,pop
86,1975,24840,Male,pop
87,1975,19179,Male,pop
88,1975,14797,Male,pop
89,1975,11463,Male,pop
90,1975,9277,Male,pop
91,1975,6924,Male,pop
92,1975,5060,Male,pop
93,1975,3582,Male,pop
94,1975,2452,Male,pop
95,1975,1595,Male,pop
96,1975,1023,Male,pop
97,1975,626,Male,pop
98,1975,363,Male,pop
99,1975,221,Male,pop
100,1975,125,Male,pop
101,1975,67,Male,pop
102,1975,29,Male,pop
103,1975,14,Male,pop
104,1975,7,Male,pop
0,1976,347803,Male,pop
1,1976,360858,Male,pop
2,1976,373988,Male,pop
3,1976,402647,Male,pop
4,1976,426928,Male,pop
5,1976,453279,Male,pop
6,1976,444165,Male,pop
7,1976,461055,Male,pop
8,1976,463947,Male,pop
9,1976,479325,Male,pop
10,1976,477145,Male,pop
11,1976,492260,Male,pop
12,1976,491895,Male,pop
13,1976,478471,Male,pop
14,1976,469205,Male,pop
15,1976,459871,Male,pop
16,1976,443322,Male,pop
17,1976,429446,Male,pop
18,1976,421689,Male,pop
19,1976,412188,Male,pop
20,1976,403851,Male,pop
21,1976,391121,Male,pop
22,1976,399564,Male,pop
23,1976,395455,Male,pop
24,1976,388822,Male,pop
25,1976,394085,Male,pop
26,1976,403957,Male,pop
27,1976,416228,Male,pop
28,1976,443950,Male,pop
29,1976,485605,Male,pop
30,1976,383139,Male,pop
31,1976,377547,Male,pop
32,1976,380891,Male,pop
33,1976,363246,Male,pop
34,1976,332315,Male,pop
35,1976,310617,Male,pop
36,1976,330433,Male,pop
37,1976,331922,Male,pop
38,1976,331812,Male,pop
39,1976,326917,Male,pop
40,1976,322318,Male,pop
41,1976,317896,Male,pop
42,1976,309294,Male,pop
43,1976,311061,Male,pop
44,1976,321785,Male,pop
45,1976,326572,Male,pop
46,1976,325374,Male,pop
47,1976,322863,Male,pop
48,1976,320921,Male,pop
49,1976,327181,Male,pop
50,1976,333494,Male,pop
51,1976,331112,Male,pop
52,1976,333719,Male,pop
53,1976,334184,Male,pop
54,1976,351927,Male,pop
55,1976,363553,Male,pop
56,1976,378254,Male,pop
57,1976,256937,Male,pop
58,1976,244055,Male,pop
59,1976,269972,Male,pop
60,1976,286073,Male,pop
61,1976,301862,Male,pop
62,1976,301241,Male,pop
63,1976,294121,Male,pop
64,1976,282690,Male,pop
65,1976,272970,Male,pop
66,1976,267741,Male,pop
67,1976,258499,Male,pop
68,1976,246484,Male,pop
69,1976,230596,Male,pop
70,1976,215348,Male,pop
71,1976,201266,Male,pop
72,1976,185868,Male,pop
73,1976,171235,Male,pop
74,1976,153667,Male,pop
75,1976,136894,Male,pop
76,1976,121011,Male,pop
77,1976,99795,Male,pop
78,1976,87244,Male,pop
79,1976,77037,Male,pop
80,1976,66250,Male,pop
81,1976,59184,Male,pop
82,1976,49724,Male,pop
83,1976,42742,Male,pop
84,1976,34847,Male,pop
85,1976,30348,Male,pop
86,1976,24066,Male,pop
87,1976,20114,Male,pop
88,1976,15217,Male,pop
89,1976,11413,Male,pop
90,1976,9235,Male,pop
91,1976,6927,Male,pop
92,1976,5039,Male,pop
93,1976,3566,Male,pop
94,1976,2479,Male,pop
95,1976,1653,Male,pop
96,1976,1034,Male,pop
97,1976,641,Male,pop
98,1976,373,Male,pop
99,1976,207,Male,pop
100,1976,139,Male,pop
101,1976,70,Male,pop
102,1976,36,Male,pop
103,1976,15,Male,pop
104,1976,7,Male,pop
0,1977,331765,Male,pop
1,1977,345896,Male,pop
2,1977,359200,Male,pop
3,1977,372263,Male,pop
4,1977,401037,Male,pop
5,1977,425212,Male,pop
6,1977,452295,Male,pop
7,1977,443842,Male,pop
8,1977,460375,Male,pop
9,1977,463169,Male,pop
10,1977,478630,Male,pop
11,1977,477851,Male,pop
12,1977,493151,Male,pop
13,1977,492527,Male,pop
14,1977,479359,Male,pop
15,1977,469413,Male,pop
16,1977,458584,Male,pop
17,1977,441745,Male,pop
18,1977,429216,Male,pop
19,1977,422149,Male,pop
20,1977,414488,Male,pop
21,1977,404902,Male,pop
22,1977,392106,Male,pop
23,1977,398670,Male,pop
24,1977,394175,Male,pop
25,1977,386371,Male,pop
26,1977,392555,Male,pop
27,1977,402565,Male,pop
28,1977,414375,Male,pop
29,1977,442310,Male,pop
30,1977,483914,Male,pop
31,1977,381878,Male,pop
32,1977,376526,Male,pop
33,1977,379734,Male,pop
34,1977,362070,Male,pop
35,1977,331070,Male,pop
36,1977,309098,Male,pop
37,1977,329066,Male,pop
38,1977,330528,Male,pop
39,1977,330608,Male,pop
40,1977,326137,Male,pop
41,1977,321837,Male,pop
42,1977,316986,Male,pop
43,1977,308783,Male,pop
44,1977,310131,Male,pop
45,1977,320490,Male,pop
46,1977,325066,Male,pop
47,1977,323754,Male,pop
48,1977,321049,Male,pop
49,1977,318669,Male,pop
50,1977,324762,Male,pop
51,1977,330771,Male,pop
52,1977,328044,Male,pop
53,1977,330299,Male,pop
54,1977,330701,Male,pop
55,1977,347713,Male,pop
56,1977,358564,Male,pop
57,1977,372856,Male,pop
58,1977,252825,Male,pop
59,1977,239805,Male,pop
60,1977,265182,Male,pop
61,1977,280577,Male,pop
62,1977,295217,Male,pop
63,1977,293783,Male,pop
64,1977,286293,Male,pop
65,1977,273479,Male,pop
66,1977,263688,Male,pop
67,1977,257842,Male,pop
68,1977,247910,Male,pop
69,1977,235594,Male,pop
70,1977,219265,Male,pop
71,1977,203950,Male,pop
72,1977,189465,Male,pop
73,1977,173965,Male,pop
74,1977,158990,Male,pop
75,1977,141891,Male,pop
76,1977,125258,Male,pop
77,1977,109928,Male,pop
78,1977,90112,Male,pop
79,1977,78159,Male,pop
80,1977,68328,Male,pop
81,1977,58312,Male,pop
82,1977,51628,Male,pop
83,1977,42626,Male,pop
84,1977,36070,Male,pop
85,1977,28893,Male,pop
86,1977,25068,Male,pop
87,1977,19671,Male,pop
88,1977,16183,Male,pop
89,1977,11938,Male,pop
90,1977,9422,Male,pop
91,1977,6918,Male,pop
92,1977,5072,Male,pop
93,1977,3578,Male,pop
94,1977,2478,Male,pop
95,1977,1682,Male,pop
96,1977,1085,Male,pop
97,1977,660,Male,pop
98,1977,387,Male,pop
99,1977,225,Male,pop
100,1977,125,Male,pop
101,1977,75,Male,pop
102,1977,38,Male,pop
103,1977,22,Male,pop
104,1977,8,Male,pop
0,1978,336156,Male,pop
1,1978,330550,Male,pop
2,1978,345017,Male,pop
3,1978,358487,Male,pop
4,1978,371767,Male,pop
5,1978,399799,Male,pop
6,1978,424313,Male,pop
7,1978,451765,Male,pop
8,1978,443708,Male,pop
9,1978,459870,Male,pop
10,1978,462845,Male,pop
11,1978,478239,Male,pop
12,1978,478909,Male,pop
13,1978,494414,Male,pop
14,1978,493329,Male,pop
15,1978,480047,Male,pop
16,1978,469334,Male,pop
17,1978,457183,Male,pop
18,1978,441204,Male,pop
19,1978,429551,Male,pop
20,1978,423727,Male,pop
21,1978,414984,Male,pop
22,1978,403663,Male,pop
23,1978,389946,Male,pop
24,1978,396870,Male,pop
25,1978,391882,Male,pop
26,1978,384488,Male,pop
27,1978,390978,Male,pop
28,1978,401319,Male,pop
29,1978,412809,Male,pop
30,1978,440738,Male,pop
31,1978,482380,Male,pop
32,1978,380513,Male,pop
33,1978,375038,Male,pop
34,1978,378574,Male,pop
35,1978,360932,Male,pop
36,1978,330105,Male,pop
37,1978,307708,Male,pop
38,1978,327625,Male,pop
39,1978,328787,Male,pop
40,1978,329270,Male,pop
41,1978,325117,Male,pop
42,1978,320789,Male,pop
43,1978,316145,Male,pop
44,1978,308250,Male,pop
45,1978,308977,Male,pop
46,1978,319077,Male,pop
47,1978,323608,Male,pop
48,1978,321875,Male,pop
49,1978,318865,Male,pop
50,1978,316334,Male,pop
51,1978,322232,Male,pop
52,1978,327853,Male,pop
53,1978,325009,Male,pop
54,1978,326914,Male,pop
55,1978,326980,Male,pop
56,1978,343242,Male,pop
57,1978,353370,Male,pop
58,1978,366512,Male,pop
59,1978,248253,Male,pop
60,1978,235327,Male,pop
61,1978,259329,Male,pop
62,1978,274167,Male,pop
63,1978,287753,Male,pop
64,1978,285530,Male,pop
65,1978,277129,Male,pop
66,1978,264466,Male,pop
67,1978,254089,Male,pop
68,1978,247599,Male,pop
69,1978,237072,Male,pop
70,1978,224229,Male,pop
71,1978,207588,Male,pop
72,1978,192152,Male,pop
73,1978,177245,Male,pop
74,1978,161852,Male,pop
75,1978,146730,Male,pop
76,1978,130002,Male,pop
77,1978,113727,Male,pop
78,1978,98966,Male,pop
79,1978,80599,Male,pop
80,1978,69177,Male,pop
81,1978,59773,Male,pop
82,1978,50865,Male,pop
83,1978,44408,Male,pop
84,1978,36114,Male,pop
85,1978,30109,Male,pop
86,1978,23712,Male,pop
87,1978,20569,Male,pop
88,1978,15730,Male,pop
89,1978,12804,Male,pop
90,1978,9691,Male,pop
91,1978,7126,Male,pop
92,1978,5107,Male,pop
93,1978,3657,Male,pop
94,1978,2503,Male,pop
95,1978,1699,Male,pop
96,1978,1108,Male,pop
97,1978,688,Male,pop
98,1978,407,Male,pop
99,1978,243,Male,pop
100,1978,136,Male,pop
101,1978,70,Male,pop
102,1978,43,Male,pop
103,1978,21,Male,pop
104,1978,10,Male,pop
0,1979,364591,Male,pop
1,1979,334612,Male,pop
2,1979,330070,Male,pop
3,1979,344604,Male,pop
4,1979,358054,Male,pop
5,1979,371196,Male,pop
6,1979,399238,Male,pop
7,1979,423947,Male,pop
8,1979,451701,Male,pop
9,1979,444015,Male,pop
10,1979,459701,Male,pop
11,1979,463019,Male,pop
12,1979,478092,Male,pop
13,1979,480231,Male,pop
14,1979,495786,Male,pop
15,1979,494805,Male,pop
16,1979,480058,Male,pop
17,1979,469646,Male,pop
18,1979,457549,Male,pop
19,1979,442580,Male,pop
20,1979,431610,Male,pop
21,1979,424560,Male,pop
22,1979,415802,Male,pop
23,1979,402677,Male,pop
24,1979,388831,Male,pop
25,1979,394839,Male,pop
26,1979,390542,Male,pop
27,1979,383141,Male,pop
28,1979,390063,Male,pop
29,1979,400129,Male,pop
30,1979,412279,Male,pop
31,1979,440221,Male,pop
32,1979,481843,Male,pop
33,1979,380208,Male,pop
34,1979,374265,Male,pop
35,1979,377896,Male,pop
36,1979,360502,Male,pop
37,1979,330000,Male,pop
38,1979,307452,Male,pop
39,1979,327573,Male,pop
40,1979,328707,Male,pop
41,1979,328744,Male,pop
42,1979,324170,Male,pop
43,1979,320048,Male,pop
44,1979,315160,Male,pop
45,1979,307088,Male,pop
46,1979,307817,Male,pop
47,1979,317710,Male,pop
48,1979,322165,Male,pop
49,1979,320206,Male,pop
50,1979,316974,Male,pop
51,1979,314328,Male,pop
52,1979,319791,Male,pop
53,1979,324863,Male,pop
54,1979,321777,Male,pop
55,1979,323337,Male,pop
56,1979,322830,Male,pop
57,1979,338571,Male,pop
58,1979,348015,Male,pop
59,1979,360607,Male,pop
60,1979,244283,Male,pop
61,1979,230669,Male,pop
62,1979,253558,Male,pop
63,1979,267545,Male,pop
64,1979,280043,Male,pop
65,1979,276778,Male,pop
66,1979,268085,Male,pop
67,1979,254951,Male,pop
68,1979,244182,Male,pop
69,1979,237026,Male,pop
70,1979,226157,Male,pop
71,1979,212704,Male,pop
72,1979,195893,Male,pop
73,1979,180242,Male,pop
74,1979,164721,Male,pop
75,1979,149645,Male,pop
76,1979,134489,Male,pop
77,1979,118144,Male,pop
78,1979,102662,Male,pop
79,1979,88378,Male,pop
80,1979,71262,Male,pop
81,1979,60715,Male,pop
82,1979,51932,Male,pop
83,1979,43529,Male,pop
84,1979,37732,Male,pop
85,1979,30150,Male,pop
86,1979,24905,Male,pop
87,1979,19002,Male,pop
88,1979,16555,Male,pop
89,1979,12364,Male,pop
90,1979,10184,Male,pop
91,1979,7508,Male,pop
92,1979,5384,Male,pop
93,1979,3754,Male,pop
94,1979,2658,Male,pop
95,1979,1757,Male,pop
96,1979,1156,Male,pop
97,1979,737,Male,pop
98,1979,443,Male,pop
99,1979,254,Male,pop
100,1979,145,Male,pop
101,1979,78,Male,pop
102,1979,38,Male,pop
103,1979,24,Male,pop
104,1979,11,Male,pop
0,1980,376584,Male,pop
1,1980,362538,Male,pop
2,1980,334159,Male,pop
3,1980,329271,Male,pop
4,1980,343842,Male,pop
5,1980,357281,Male,pop
6,1980,369932,Male,pop
7,1980,398392,Male,pop
8,1980,422928,Male,pop
9,1980,451375,Male,pop
10,1980,444445,Male,pop
11,1980,459252,Male,pop
12,1980,462718,Male,pop
13,1980,477923,Male,pop
14,1980,481491,Male,pop
15,1980,496782,Male,pop
16,1980,494405,Male,pop
17,1980,480322,Male,pop
18,1980,469727,Male,pop
19,1980,459359,Male,pop
20,1980,445581,Male,pop
21,1980,432334,Male,pop
22,1980,424993,Male,pop
23,1980,413076,Male,pop
24,1980,400725,Male,pop
25,1980,386091,Male,pop
26,1980,391597,Male,pop
27,1980,389406,Male,pop
28,1980,380883,Male,pop
29,1980,388561,Male,pop
30,1980,397916,Male,pop
31,1980,410867,Male,pop
32,1980,438832,Male,pop
33,1980,480382,Male,pop
34,1980,379228,Male,pop
35,1980,373026,Male,pop
36,1980,376827,Male,pop
37,1980,360244,Male,pop
38,1980,329386,Male,pop
39,1980,306789,Male,pop
40,1980,326072,Male,pop
41,1980,327674,Male,pop
42,1980,328174,Male,pop
43,1980,323318,Male,pop
44,1980,318756,Male,pop
45,1980,314185,Male,pop
46,1980,305470,Male,pop
47,1980,306142,Male,pop
48,1980,315842,Male,pop
49,1980,320307,Male,pop
50,1980,318117,Male,pop
51,1980,314911,Male,pop
52,1980,312271,Male,pop
53,1980,317198,Male,pop
54,1980,321575,Male,pop
55,1980,318588,Male,pop
56,1980,319021,Male,pop
57,1980,318175,Male,pop
58,1980,333563,Male,pop
59,1980,342385,Male,pop
60,1980,354488,Male,pop
61,1980,239363,Male,pop
62,1980,225331,Male,pop
63,1980,247307,Male,pop
64,1980,260516,Male,pop
65,1980,271660,Male,pop
66,1980,268152,Male,pop
67,1980,258858,Male,pop
68,1980,245353,Male,pop
69,1980,234454,Male,pop
70,1980,226488,Male,pop
71,1980,215078,Male,pop
72,1980,201073,Male,pop
73,1980,183997,Male,pop
74,1980,168430,Male,pop
75,1980,152803,Male,pop
76,1980,138072,Male,pop
77,1980,122920,Male,pop
78,1980,107176,Male,pop
79,1980,91960,Male,pop
80,1980,78528,Male,pop
81,1980,62611,Male,pop
82,1980,52913,Male,pop
83,1980,44578,Male,pop
84,1980,36992,Male,pop
85,1980,31879,Male,pop
86,1980,24778,Male,pop
87,1980,20324,Male,pop
88,1980,15095,Male,pop
89,1980,13443,Male,pop
90,1980,10376,Male,pop
91,1980,7801,Male,pop
92,1980,5623,Male,pop
93,1980,3942,Male,pop
94,1980,2672,Male,pop
95,1980,1835,Male,pop
96,1980,1192,Male,pop
97,1980,777,Male,pop
98,1980,475,Male,pop
99,1980,274,Male,pop
100,1980,149,Male,pop
101,1980,81,Male,pop
102,1980,44,Male,pop
103,1980,22,Male,pop
104,1980,15,Male,pop
0,1981,373620,Male,pop
1,1981,374745,Male,pop
2,1981,362229,Male,pop
3,1981,333699,Male,pop
4,1981,328844,Male,pop
5,1981,343368,Male,pop
6,1981,356562,Male,pop
7,1981,369309,Male,pop
8,1981,397693,Male,pop
9,1981,422008,Male,pop
10,1981,449294,Male,pop
11,1981,444438,Male,pop
12,1981,459280,Male,pop
13,1981,462889,Male,pop
14,1981,478901,Male,pop
15,1981,481892,Male,pop
16,1981,496822,Male,pop
17,1981,494488,Male,pop
18,1981,479943,Male,pop
19,1981,470847,Male,pop
20,1981,461625,Male,pop
21,1981,446589,Male,pop
22,1981,433582,Male,pop
23,1981,422048,Male,pop
24,1981,407976,Male,pop
25,1981,396882,Male,pop
26,1981,382479,Male,pop
27,1981,387765,Male,pop
28,1981,386221,Male,pop
29,1981,377941,Male,pop
30,1981,385920,Male,pop
31,1981,395409,Male,pop
32,1981,409390,Male,pop
33,1981,435929,Male,pop
34,1981,477540,Male,pop
35,1981,375754,Male,pop
36,1981,370826,Male,pop
37,1981,374570,Male,pop
38,1981,358328,Male,pop
39,1981,327824,Male,pop
40,1981,304808,Male,pop
41,1981,324277,Male,pop
42,1981,325469,Male,pop
43,1981,326032,Male,pop
44,1981,321055,Male,pop
45,1981,316566,Male,pop
46,1981,311869,Male,pop
47,1981,302841,Male,pop
48,1981,303735,Male,pop
49,1981,313932,Male,pop
50,1981,318090,Male,pop
51,1981,316014,Male,pop
52,1981,312779,Male,pop
53,1981,310210,Male,pop
54,1981,314773,Male,pop
55,1981,318529,Male,pop
56,1981,315123,Male,pop
57,1981,315300,Male,pop
58,1981,313554,Male,pop
59,1981,327928,Male,pop
60,1981,336581,Male,pop
61,1981,347647,Male,pop
62,1981,232756,Male,pop
63,1981,218956,Male,pop
64,1981,240490,Male,pop
65,1981,253602,Male,pop
66,1981,263449,Male,pop
67,1981,258703,Male,pop
68,1981,249266,Male,pop
69,1981,235528,Male,pop
70,1981,223536,Male,pop
71,1981,215883,Male,pop
72,1981,203315,Male,pop
73,1981,189376,Male,pop
74,1981,171436,Male,pop
75,1981,155060,Male,pop
76,1981,141553,Male,pop
77,1981,125895,Male,pop
78,1981,111680,Male,pop
79,1981,96699,Male,pop
80,1981,82731,Male,pop
81,1981,70080,Male,pop
82,1981,54980,Male,pop
83,1981,45209,Male,pop
84,1981,37893,Male,pop
85,1981,31149,Male,pop
86,1981,25647,Male,pop
87,1981,20079,Male,pop
88,1981,16275,Male,pop
89,1981,12511,Male,pop
90,1981,10291,Male,pop
91,1981,7682,Male,pop
92,1981,5680,Male,pop
93,1981,4007,Male,pop
94,1981,2737,Male,pop
95,1981,1787,Male,pop
96,1981,1205,Male,pop
97,1981,764,Male,pop
98,1981,498,Male,pop
99,1981,282,Male,pop
100,1981,158,Male,pop
101,1981,80,Male,pop
102,1981,45,Male,pop
103,1981,24,Male,pop
104,1981,11,Male,pop
0,1982,365294,Male,pop
1,1982,370934,Male,pop
2,1982,373916,Male,pop
3,1982,361219,Male,pop
4,1982,332932,Male,pop
5,1982,328018,Male,pop
6,1982,342711,Male,pop
7,1982,355707,Male,pop
8,1982,368559,Male,pop
9,1982,396705,Male,pop
10,1982,420955,Male,pop
11,1982,447206,Male,pop
12,1982,442858,Male,pop
13,1982,457672,Male,pop
14,1982,461393,Male,pop
15,1982,477819,Male,pop
16,1982,482785,Male,pop
17,1982,501456,Male,pop
18,1982,494547,Male,pop
19,1982,481182,Male,pop
20,1982,468931,Male,pop
21,1982,457594,Male,pop
22,1982,440168,Male,pop
23,1982,425948,Male,pop
24,1982,414415,Male,pop
25,1982,399864,Male,pop
26,1982,390742,Male,pop
27,1982,378323,Male,pop
28,1982,383902,Male,pop
29,1982,382264,Male,pop
30,1982,374239,Male,pop
31,1982,382700,Male,pop
32,1982,392704,Male,pop
33,1982,406725,Male,pop
34,1982,433040,Male,pop
35,1982,474219,Male,pop
36,1982,373964,Male,pop
37,1982,368420,Male,pop
38,1982,372220,Male,pop
39,1982,356028,Male,pop
40,1982,326998,Male,pop
41,1982,304056,Male,pop
42,1982,323073,Male,pop
43,1982,324241,Male,pop
44,1982,324519,Male,pop
45,1982,319320,Male,pop
46,1982,314816,Male,pop
47,1982,310094,Male,pop
48,1982,301133,Male,pop
49,1982,302102,Male,pop
50,1982,312303,Male,pop
51,1982,316160,Male,pop
52,1982,313846,Male,pop
53,1982,309822,Male,pop
54,1982,307152,Male,pop
55,1982,311365,Male,pop
56,1982,314817,Male,pop
57,1982,310736,Male,pop
58,1982,310571,Male,pop
59,1982,308462,Male,pop
60,1982,322023,Male,pop
61,1982,329982,Male,pop
62,1982,340183,Male,pop
63,1982,227347,Male,pop
64,1982,213524,Male,pop
65,1982,233745,Male,pop
66,1982,245841,Male,pop
67,1982,254391,Male,pop
68,1982,248667,Male,pop
69,1982,238766,Male,pop
70,1982,224859,Male,pop
71,1982,212375,Male,pop
72,1982,203720,Male,pop
73,1982,190605,Male,pop
74,1982,176619,Male,pop
75,1982,158965,Male,pop
76,1982,142747,Male,pop
77,1982,129512,Male,pop
78,1982,114072,Male,pop
79,1982,100415,Male,pop
80,1982,85909,Male,pop
81,1982,73069,Male,pop
82,1982,60988,Male,pop
83,1982,47396,Male,pop
84,1982,38680,Male,pop
85,1982,32083,Male,pop
86,1982,25945,Male,pop
87,1982,20992,Male,pop
88,1982,16225,Male,pop
89,1982,12925,Male,pop
90,1982,10295,Male,pop
91,1982,7633,Male,pop
92,1982,5585,Male,pop
93,1982,4009,Male,pop
94,1982,2744,Male,pop
95,1982,1820,Male,pop
96,1982,1157,Male,pop
97,1982,778,Male,pop
98,1982,480,Male,pop
99,1982,304,Male,pop
100,1982,165,Male,pop
101,1982,82,Male,pop
102,1982,42,Male,pop
103,1982,21,Male,pop
104,1982,10,Male,pop
0,1983,366340,Male,pop
1,1983,364032,Male,pop
2,1983,370269,Male,pop
3,1983,373261,Male,pop
4,1983,360644,Male,pop
5,1983,332500,Male,pop
6,1983,327657,Male,pop
7,1983,342420,Male,pop
8,1983,355371,Male,pop
9,1983,368224,Male,pop
10,1983,396372,Male,pop
11,1983,420344,Male,pop
12,1983,445406,Male,pop
13,1983,441410,Male,pop
14,1983,456404,Male,pop
15,1983,460812,Male,pop
16,1983,478861,Male,pop
17,1983,486030,Male,pop
18,1983,498250,Male,pop
19,1983,495007,Male,pop
20,1983,479580,Male,pop
21,1983,467237,Male,pop
22,1983,455500,Male,pop
23,1983,436896,Male,pop
24,1983,422078,Male,pop
25,1983,410300,Male,pop
26,1983,397140,Male,pop
27,1983,389672,Male,pop
28,1983,377436,Male,pop
29,1983,382740,Male,pop
30,1983,380893,Male,pop
31,1983,372952,Male,pop
32,1983,381367,Male,pop
33,1983,392038,Male,pop
34,1983,405216,Male,pop
35,1983,431872,Male,pop
36,1983,473265,Male,pop
37,1983,372113,Male,pop
38,1983,367063,Male,pop
39,1983,370674,Male,pop
40,1983,355995,Male,pop
41,1983,326293,Male,pop
42,1983,302847,Male,pop
43,1983,321728,Male,pop
44,1983,322962,Male,pop
45,1983,323031,Male,pop
46,1983,317838,Male,pop
47,1983,313265,Male,pop
48,1983,308444,Male,pop
49,1983,299738,Male,pop
50,1983,300563,Male,pop
51,1983,310401,Male,pop
52,1983,314134,Male,pop
53,1983,311132,Male,pop
54,1983,306969,Male,pop
55,1983,304094,Male,pop
